選手名,best_nine,年齢,年数,身長,体重,年俸(推定),打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,OPS,NOI,GPA,IsoP,IsoD,RC,RC27,XR,XR27,BABIP,SecA,TA,本塁打率,三振率,四球率,PSN,BB/K,守備_内野手,守備_外野手,守備_投手,守備_捕手,投打_右両,投打_右右,投打_右左,投打_左右,投打_左左
小窪　哲也,0,30.0,8.0,175.0,80.0,2400.0,0.29600000000000004,69.0,88.0,71.0,2.0,21.0,2.0,0.0,1.0,26.0,15.0,1.0,0.0,2.0,0.0,15.0,0.0,0.0,18.0,2.0,0.419,0.366,0.785,0.541,0.28,0.07,0.12300000000000001,12.15,6.07,11.86,5.93,0.37,0.29600000000000004,0.8079999999999999,71.0,4.89,5.87,1.0,0.83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
栗原　健太,0,33.0,16.0,183.0,97.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
梵　英心,0,35.0,10.0,173.0,76.0,10000.0,0.237,96.0,332.0,283.0,24.0,67.0,15.0,1.0,6.0,102.0,27.0,2.0,2.0,10.0,2.0,36.0,0.0,1.0,49.0,6.0,0.32299999999999995,0.36,0.6829999999999999,0.44299999999999995,0.235,0.124,0.086,34.0,3.89,34.37,3.93,0.254,0.251,0.621,47.17,6.78,9.22,3.0,0.73,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
堂林　翔太,0,24.0,6.0,183.0,83.0,2000.0,0.261,33.0,73.0,69.0,5.0,18.0,2.0,0.0,0.0,20.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,16.0,1.0,0.292,0.29,0.5820000000000001,0.38799999999999996,0.204,0.028999999999999998,0.031,5.75,2.93,5.59,2.85,0.33299999999999996,0.087,0.462,0.0,4.56,24.33,0.0,0.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
丸　佳浩,0,26.0,8.0,177.0,90.0,9000.0,0.249,143.0,633.0,530.0,81.0,132.0,28.0,1.0,19.0,219.0,63.0,15.0,7.0,4.0,4.0,94.0,2.0,1.0,143.0,4.0,0.361,0.413,0.774,0.499,0.266,0.16399999999999998,0.11199999999999999,85.84,5.56,86.34,5.59,0.301,0.35700000000000004,0.787,27.89,4.43,6.73,16.76,0.66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
岩本　貴裕,0,29.0,7.0,182.0,96.0,1850.0,0.3,7.0,10.0,10.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.4,0.7,0.433,0.235,0.1,0.0,1.19,4.59,1.08,4.17,0.33299999999999996,0.1,0.5710000000000001,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
グスマン,0,31.0,1.0,185.0,91.0,10800.0,0.23,34.0,116.0,100.0,10.0,23.0,8.0,1.0,3.0,42.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,25.0,2.0,0.336,0.42,0.7559999999999999,0.47600000000000003,0.256,0.19,0.106,14.45,4.94,14.19,4.85,0.278,0.34,0.7340000000000001,33.33,4.64,7.73,0.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高橋　大樹,0,21.0,3.0,181.0,85.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
廣瀬　純,0,36.0,15.0,181.0,85.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
會澤　翼,0,27.0,9.0,177.0,91.0,1900.0,0.24600000000000002,93.0,290.0,252.0,23.0,62.0,7.0,3.0,6.0,93.0,30.0,0.0,1.0,2.0,3.0,26.0,3.0,7.0,49.0,9.0,0.33,0.369,0.6990000000000001,0.45299999999999996,0.24100000000000002,0.12300000000000001,0.084,30.08,3.96,30.8,4.06,0.27699999999999997,0.222,0.625,42.0,5.92,11.15,0.0,0.53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
新井　貴浩,0,38.0,17.0,189.0,96.0,2000.0,0.275,125.0,480.0,426.0,52.0,117.0,22.0,2.0,7.0,164.0,57.0,3.0,0.0,0.0,4.0,48.0,1.0,2.0,73.0,15.0,0.348,0.385,0.733,0.47600000000000003,0.253,0.11,0.073,56.65,4.66,55.99,4.61,0.314,0.23,0.67,60.86,6.58,10.0,4.2,0.66,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
石原　慶幸,0,36.0,14.0,177.0,90.0,10000.0,0.24100000000000002,83.0,238.0,216.0,15.0,52.0,6.0,0.0,2.0,64.0,12.0,1.0,0.0,8.0,0.0,14.0,2.0,0.0,42.0,10.0,0.287,0.29600000000000004,0.583,0.386,0.203,0.055999999999999994,0.046,15.73,2.33,15.48,2.3,0.278,0.125,0.45399999999999996,108.0,5.67,17.0,1.33,0.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
白濱　裕太,0,30.0,12.0,180.0,92.0,950.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
菊池　涼介,0,25.0,4.0,171.0,69.0,8500.0,0.254,143.0,644.0,562.0,62.0,143.0,20.0,3.0,8.0,193.0,32.0,19.0,9.0,49.0,2.0,29.0,2.0,2.0,92.0,7.0,0.292,0.34299999999999997,0.636,0.40700000000000003,0.217,0.08900000000000001,0.038,58.07,3.23,57.6,3.2,0.263,0.158,0.5379999999999999,70.25,7.0,22.21,11.26,0.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
下水流　昂,0,27.0,3.0,178.0,88.0,810.0,0.2,5.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.267,0.14,0.0,0.0,0.22,0.74,0.26,0.88,0.28600000000000003,0.0,0.25,0.0,3.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
野間　峻祥,0,22.0,1.0,180.0,80.0,1500.0,0.24100000000000002,127.0,188.0,170.0,21.0,41.0,7.0,6.0,1.0,63.0,10.0,8.0,2.0,6.0,1.0,10.0,0.0,1.0,37.0,2.0,0.28600000000000003,0.371,0.6559999999999999,0.409,0.221,0.129,0.045,18.91,3.65,18.72,3.61,0.28800000000000003,0.22399999999999998,0.602,170.0,5.08,18.8,1.78,0.27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
赤松　真人,0,33.0,11.0,182.0,75.0,2800.0,0.222,52.0,9.0,9.0,13.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.222,0.33299999999999996,0.556,0.33299999999999996,0.183,0.111,0.0,0.49,1.33,0.69,1.86,0.28600000000000003,0.444,0.6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
倉　義和,0,40.0,18.0,179.0,90.0,3000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
土生　翔平,0,26.0,4.0,180.0,87.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
松山　竜平,0,30.0,8.0,176.0,95.0,2300.0,0.27699999999999997,100.0,229.0,202.0,14.0,56.0,13.0,0.0,7.0,90.0,26.0,1.0,1.0,0.0,3.0,23.0,0.0,1.0,30.0,8.0,0.349,0.446,0.795,0.498,0.26899999999999996,0.168,0.07200000000000001,30.15,5.15,30.23,5.17,0.292,0.282,0.735,28.86,7.63,9.96,1.75,0.77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
桑原　樹,0,19.0,1.0,180.0,74.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
天谷　宗一郎,0,32.0,14.0,178.0,87.0,2500.0,0.214,30.0,34.0,28.0,1.0,6.0,0.0,0.0,0.0,6.0,2.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,0.353,0.214,0.5670000000000001,0.424,0.212,0.0,0.139,1.62,1.62,1.89,1.89,0.28600000000000003,0.179,0.40700000000000003,0.0,4.86,5.67,0.0,0.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
鈴木　将光,0,28.0,10.0,182.0,85.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
鈴木　誠也,0,21.0,3.0,181.0,87.0,900.0,0.275,97.0,238.0,211.0,21.0,58.0,6.0,3.0,5.0,85.0,25.0,6.0,7.0,7.0,2.0,16.0,0.0,2.0,38.0,3.0,0.32899999999999996,0.40299999999999997,0.732,0.46299999999999997,0.249,0.128,0.054000000000000006,27.1,4.25,27.44,4.31,0.299,0.19899999999999998,0.626,42.2,6.26,14.88,5.45,0.42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
庄司　隼人,0,24.0,6.0,175.0,76.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
エルドレッド,0,35.0,4.0,196.0,122.0,10900.0,0.22699999999999998,79.0,300.0,264.0,32.0,60.0,6.0,0.0,19.0,123.0,54.0,1.0,2.0,0.0,4.0,31.0,0.0,1.0,91.0,3.0,0.307,0.466,0.773,0.462,0.254,0.239,0.079,38.26,4.85,40.88,5.18,0.259,0.35200000000000004,0.737,13.89,3.3,9.68,1.9,0.34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
シアーホルツ,0,31.0,1.0,188.0,97.0,13900.0,0.25,65.0,248.0,232.0,27.0,58.0,11.0,1.0,10.0,101.0,30.0,3.0,2.0,0.0,0.0,14.0,0.0,2.0,67.0,0.0,0.298,0.435,0.7340000000000001,0.444,0.243,0.185,0.048,30.61,4.7,30.5,4.68,0.31,0.25,0.67,23.2,3.7,17.71,4.62,0.21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
美間　優槻,0,21.0,3.0,177.0,90.0,560.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,-2.77,-0.28,-2.52,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
安部　友裕,0,26.0,8.0,181.0,81.0,1000.0,0.243,26.0,74.0,70.0,6.0,17.0,0.0,0.0,0.0,17.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.254,0.243,0.496,0.33399999999999996,0.175,0.0,0.011000000000000001,3.18,1.46,3.31,1.51,0.254,0.0,0.304,0.0,12.33,74.0,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
磯村　嘉孝,0,23.0,5.0,178.0,89.0,590.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
田中　広輔,0,26.0,2.0,171.0,81.0,2200.0,0.27399999999999997,141.0,590.0,543.0,61.0,149.0,33.0,9.0,8.0,224.0,45.0,6.0,7.0,5.0,1.0,34.0,2.0,7.0,105.0,8.0,0.325,0.413,0.737,0.462,0.249,0.138,0.05,70.8,4.61,68.05,4.43,0.32299999999999995,0.19899999999999998,0.645,67.88,5.62,17.35,6.86,0.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
多田　大輔,0,19.0,1.0,189.0,92.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
木村　昇吾,0,35.0,13.0,182.0,78.0,4100.0,0.26899999999999996,72.0,109.0,93.0,14.0,25.0,4.0,2.0,0.0,33.0,8.0,2.0,0.0,8.0,3.0,5.0,0.0,0.0,22.0,1.0,0.297,0.355,0.652,0.415,0.222,0.086,0.027999999999999997,10.84,3.66,11.28,3.81,0.305,0.161,0.58,0.0,4.95,21.8,0.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ロサリオ,0,26.0,2.0,186.0,100.0,3300.0,0.258,42.0,136.0,124.0,9.0,32.0,5.0,0.0,2.0,43.0,12.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,23.0,1.0,0.324,0.34700000000000003,0.67,0.439,0.23199999999999998,0.08900000000000001,0.065,14.27,4.1,14.09,4.05,0.303,0.177,0.585,62.0,5.91,12.36,1.33,0.48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中村　憲,0,26.0,8.0,186.0,90.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
中東　直己,0,35.0,10.0,168.0,73.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
上本　崇司,0,26.0,4.0,170.0,71.0,880.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
田中　広輔,0,27.0,3.0,171.0,81.0,4100.0,0.265,143.0,679.0,581.0,102.0,154.0,17.0,3.0,13.0,216.0,39.0,28.0,19.0,3.0,1.0,77.0,1.0,17.0,119.0,1.0,0.3670000000000001,0.3720000000000001,0.7390000000000001,0.491,0.258,0.107,0.102,86.19,5.16,86.15,5.16,0.311,0.255,0.7140000000000001,44.69,5.71,8.82,17.76,0.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
小窪　哲也,0,31.0,9.0,175.0,80.0,4000.0,0.217,69.0,107.0,92.0,8.0,20.0,9.0,1.0,2.0,37.0,10.0,0.0,0.0,1.0,0.0,11.0,0.0,3.0,23.0,2.0,0.321,0.402,0.723,0.455,0.245,0.185,0.10300000000000001,12.11,4.36,11.8,4.25,0.265,0.304,0.6890000000000001,46.0,4.65,9.73,0.0,0.48,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ルナ,0,36.0,4.0,187.0,99.0,12000.0,0.272,67.0,268.0,243.0,35.0,66.0,8.0,1.0,5.0,91.0,34.0,6.0,0.0,0.0,2.0,22.0,0.0,1.0,47.0,5.0,0.332,0.374,0.7070000000000001,0.457,0.243,0.10300000000000001,0.06,31.49,4.62,31.48,4.62,0.316,0.218,0.659,48.6,5.7,12.18,5.45,0.47,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
梵　英心,0,36.0,11.0,173.0,76.0,9000.0,0.0,7.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.25,0.0,0.25,0.25,0.113,0.0,0.25,-0.65,-1.6,-0.53,-1.3,0.0,0.33299999999999996,0.273,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
堂林　翔太,0,25.0,7.0,183.0,83.0,1830.0,0.25,47.0,60.0,56.0,6.0,14.0,0.0,0.0,2.0,20.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,11.0,0.0,0.28800000000000003,0.35700000000000004,0.645,0.40700000000000003,0.21899999999999997,0.107,0.038,6.12,3.75,6.29,3.86,0.273,0.196,0.581,28.0,5.45,20.0,2.4,0.27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
丸　佳浩,1,27.0,9.0,177.0,90.0,8500.0,0.29100000000000004,143.0,652.0,557.0,98.0,162.0,30.0,8.0,20.0,268.0,90.0,23.0,9.0,1.0,3.0,84.0,1.0,7.0,107.0,9.0,0.389,0.48100000000000004,0.87,0.5489999999999999,0.295,0.19,0.098,106.77,6.91,104.24,6.75,0.327,0.366,0.903,27.85,6.09,7.76,21.4,0.79,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
岩本　貴裕,0,30.0,8.0,182.0,96.0,1500.0,0.33299999999999996,27.0,22.0,21.0,2.0,7.0,2.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.364,0.524,0.887,0.5379999999999999,0.295,0.19,0.03,3.85,7.43,3.5,6.75,0.5379999999999999,0.23800000000000002,0.857,0.0,2.75,22.0,0.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
プライディ,0,33.0,1.0,185.0,93.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
新井　貴浩,1,39.0,18.0,189.0,96.0,6000.0,0.3,132.0,513.0,454.0,66.0,136.0,23.0,2.0,19.0,220.0,101.0,0.0,1.0,0.0,4.0,54.0,1.0,1.0,101.0,12.0,0.3720000000000001,0.485,0.857,0.534,0.289,0.185,0.073,79.27,6.39,77.9,6.28,0.34600000000000003,0.302,0.828,23.89,5.08,9.5,0.0,0.53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
廣瀬　純,0,37.0,16.0,181.0,85.0,3800.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.7,-0.09,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
會澤　翼,0,28.0,10.0,177.0,91.0,2300.0,0.239,83.0,220.0,197.0,18.0,47.0,7.0,0.0,7.0,75.0,26.0,1.0,1.0,4.0,1.0,14.0,0.0,4.0,42.0,7.0,0.301,0.381,0.682,0.428,0.231,0.142,0.062,21.14,3.5,21.7,3.59,0.261,0.213,0.589,28.14,5.24,15.71,1.75,0.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
石原　慶幸,1,37.0,15.0,177.0,90.0,10000.0,0.20199999999999999,106.0,289.0,243.0,19.0,49.0,7.0,0.0,0.0,56.0,17.0,4.0,1.0,12.0,1.0,29.0,5.0,4.0,54.0,8.0,0.29600000000000004,0.23,0.526,0.373,0.191,0.028999999999999998,0.094,16.77,2.1,17.21,2.15,0.243,0.16,0.45299999999999996,0.0,5.35,9.97,0.0,0.54,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
白濱　裕太,0,31.0,13.0,180.0,92.0,860.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
菊池　涼介,0,26.0,5.0,171.0,69.0,8500.0,0.315,141.0,640.0,574.0,92.0,181.0,22.0,3.0,13.0,248.0,56.0,13.0,5.0,23.0,3.0,40.0,0.0,0.0,106.0,3.0,0.358,0.4320000000000001,0.79,0.502,0.26899999999999996,0.11699999999999999,0.043,91.21,5.77,88.22,5.58,0.349,0.2,0.738,44.15,6.04,16.0,13.0,0.38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
下水流　昂,0,28.0,4.0,178.0,88.0,810.0,0.25,48.0,116.0,104.0,11.0,26.0,6.0,0.0,5.0,47.0,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,7.0,0.32799999999999996,0.452,0.78,0.478,0.26,0.20199999999999999,0.078,13.36,4.24,13.28,4.22,0.28800000000000003,0.317,0.6940000000000001,20.8,4.46,9.67,0.0,0.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
野間　峻祥,0,23.0,2.0,180.0,80.0,1700.0,0.292,21.0,25.0,24.0,4.0,7.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.292,0.292,0.583,0.389,0.204,0.0,0.0,1.5,2.03,1.48,2.0,0.318,0.0,0.368,0.0,8.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
赤松　真人,0,34.0,12.0,182.0,75.0,3300.0,0.368,89.0,21.0,19.0,15.0,7.0,1.0,1.0,0.0,10.0,3.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.429,0.526,0.955,0.604,0.324,0.158,0.06,5.72,11.04,5.35,10.32,0.467,0.789,1.571,0.0,5.25,10.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
倉　義和,0,41.0,19.0,179.0,90.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
土生　翔平,0,27.0,5.0,180.0,87.0,690.0,0.125,5.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.222,0.125,0.34700000000000003,0.264,0.131,0.0,0.09699999999999999,0.13,0.48,0.2,0.77,0.14300000000000002,0.125,0.28600000000000003,0.0,9.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
松山　竜平,0,31.0,9.0,176.0,95.0,2800.0,0.29100000000000004,103.0,275.0,254.0,34.0,74.0,10.0,2.0,10.0,118.0,41.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,29.0,4.0,0.342,0.465,0.8059999999999999,0.4970000000000001,0.27,0.17300000000000001,0.05,39.73,5.8,38.85,5.67,0.29600000000000004,0.252,0.75,25.4,9.48,13.75,0.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
桒原　樹,0,20.0,2.0,180.0,74.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
天谷　宗一郎,0,33.0,15.0,178.0,87.0,2300.0,0.175,55.0,96.0,80.0,12.0,14.0,2.0,0.0,1.0,19.0,8.0,3.0,0.0,0.0,1.0,13.0,0.0,2.0,16.0,1.0,0.302,0.23800000000000002,0.54,0.381,0.195,0.063,0.127,7.17,2.85,7.95,3.16,0.203,0.263,0.552,80.0,6.0,7.38,1.5,0.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
